@id,http://id.worldcat.org/fast/29048,prop,http://id.loc.gov/authorities/names/n78095332,http://viaf.org/viaf/96994048,ulan:500272240,wd:Q692,http://dbpedia.org/resource/William_Shakespeare_x,bn:s00008556n,http://dbpedia.org/resource/William_Shakespeare_y
2871,,http://commons.dbpedia.org/resource/William_Shakespeare,,,,,http://commons.dbpedia.org/resource/William_Shakespeare,,
2872,,http://cs.dbpedia.org/resource/William_Shakespeare,,,,,http://cs.dbpedia.org/resource/William_Shakespeare,,http://cs.dbpedia.org/resource/William_Shakespeare
2873,,http://cv.dbpedia.org/resource/Уильям_Шекспир,,,,,http://cv.dbpedia.org/resource/Уильям_Шекспир,,
2874,,http://cy.dbpedia.org/resource/William_Shakespeare,,,,,http://cy.dbpedia.org/resource/William_Shakespeare,,
2875,,http://d-nb.info/gnd/1084293315,,,,,http://d-nb.info/gnd/1084293315,,
2876,,http://da.dbpedia.org/resource/William_Shakespeare,,,,,http://da.dbpedia.org/resource/William_Shakespeare,,
2877,,http://de.dbpedia.org/resource/William_Shakespeare,,,,,http://de.dbpedia.org/resource/William_Shakespeare,,http://de.dbpedia.org/resource/William_Shakespeare
2878,,http://el.dbpedia.org/resource/Ουίλλιαμ_Σαίξπηρ,,,,,http://el.dbpedia.org/resource/Ουίλλιαμ_Σαίξπηρ,,http://el.dbpedia.org/resource/Ουίλλιαμ_Σαίξπηρ
2879,,http://eo.dbpedia.org/resource/William_Shakespeare,,,,,http://eo.dbpedia.org/resource/William_Shakespeare,,
2880,,http://es.dbpedia.org/resource/William_Shakespeare,,,,,http://es.dbpedia.org/resource/William_Shakespeare,,http://es.dbpedia.org/resource/William_Shakespeare
2881,,http://et.dbpedia.org/resource/William_Shakespeare,,,,,http://et.dbpedia.org/resource/William_Shakespeare,,
2882,,http://eu.dbpedia.org/resource/William_Shakespeare,,,,,http://eu.dbpedia.org/resource/William_Shakespeare,,http://eu.dbpedia.org/resource/William_Shakespeare
2883,,http://fa.dbpedia.org/resource/ویلیام_شکسپیر,,,,,http://fa.dbpedia.org/resource/ویلیام_شکسپیر,,
2884,,http://fi.dbpedia.org/resource/William_Shakespeare,,,,,http://fi.dbpedia.org/resource/William_Shakespeare,,
2885,,http://fo.dbpedia.org/resource/William_Shakespeare,,,,,http://fo.dbpedia.org/resource/William_Shakespeare,,
2886,,http://fr.dbpedia.org/resource/William_Shakespeare,,,,,http://fr.dbpedia.org/resource/William_Shakespeare,,http://fr.dbpedia.org/resource/William_Shakespeare
2887,,http://fy.dbpedia.org/resource/William_Shakespeare,,,,,http://fy.dbpedia.org/resource/William_Shakespeare,,
2888,,http://ga.dbpedia.org/resource/William_Shakespeare,,,,,http://ga.dbpedia.org/resource/William_Shakespeare,,
2889,,http://gd.dbpedia.org/resource/William_Shakespeare,,,,,http://gd.dbpedia.org/resource/William_Shakespeare,,
2890,,http://gl.dbpedia.org/resource/William_Shakespeare,,,,,http://gl.dbpedia.org/resource/William_Shakespeare,,
2891,,http://gu.dbpedia.org/resource/વિલિયમ_શેક્સપીયર,,,,,http://gu.dbpedia.org/resource/વિલિયમ_શેક્સપીયર,,
2892,,http://he.dbpedia.org/resource/ויליאם_שייקספיר,,,,,http://he.dbpedia.org/resource/ויליאם_שייקספיר,,
2893,,http://hi.dbpedia.org/resource/विलियम_शेक्सपीयर,,,,,http://hi.dbpedia.org/resource/विलियम_शेक्सपीयर,,
2894,,http://hr.dbpedia.org/resource/William_Shakespeare,,,,,http://hr.dbpedia.org/resource/William_Shakespeare,,
2895,,http://hsb.dbpedia.org/resource/William_Shakespeare,,,,,http://hsb.dbpedia.org/resource/William_Shakespeare,,
2896,,http://ht.dbpedia.org/resource/William_Shakespeare,,,,,http://ht.dbpedia.org/resource/William_Shakespeare,,
2897,,http://hu.dbpedia.org/resource/William_Shakespeare,,,,,http://hu.dbpedia.org/resource/William_Shakespeare,,
2898,,http://hy.dbpedia.org/resource/Ուիլյամ_Շեքսպիր,,,,,http://hy.dbpedia.org/resource/Ուիլյամ_Շեքսպիր,,
2899,,http://ia.dbpedia.org/resource/William_Shakespeare,,,,,http://ia.dbpedia.org/resource/William_Shakespeare,,
2900,,http://id.dbpedia.org/resource/William_Shakespeare,,,,,http://id.dbpedia.org/resource/William_Shakespeare,,http://id.dbpedia.org/resource/William_Shakespeare
2901,,http://io.dbpedia.org/resource/William_Shakespeare,,,,,http://io.dbpedia.org/resource/William_Shakespeare,,
2902,,http://is.dbpedia.org/resource/William_Shakespeare,,,,,http://is.dbpedia.org/resource/William_Shakespeare,,
2903,,http://it.dbpedia.org/resource/William_Shakespeare,,,,,http://it.dbpedia.org/resource/William_Shakespeare,,http://it.dbpedia.org/resource/William_Shakespeare
2904,,http://ja.dbpedia.org/resource/ウィリアム・シェイクスピア,,,,,http://ja.dbpedia.org/resource/ウィリアム・シェイクスピア,,http://ja.dbpedia.org/resource/ウィリアム・シェイクスピア
2905,,http://jv.dbpedia.org/resource/William_Shakespeare,,,,,http://jv.dbpedia.org/resource/William_Shakespeare,,
2906,,http://ka.dbpedia.org/resource/უილიამ_შექსპირი,,,,,http://ka.dbpedia.org/resource/უილიამ_შექსპირი,,
2907,,http://kk.dbpedia.org/resource/Уильям_Шекспир,,,,,http://kk.dbpedia.org/resource/Уильям_Шекспир,,
2908,,http://kn.dbpedia.org/resource/ವಿಲಿಯಂ_ಷೇಕ್ಸ್‌ಪಿಯರ್,,,,,http://kn.dbpedia.org/resource/ವಿಲಿಯಂ_ಷೇಕ್ಸ್‌ಪಿಯರ್,,
2909,,http://ko.dbpedia.org/resource/윌리엄_셰익스피어,,,,,http://ko.dbpedia.org/resource/윌리엄_셰익스피어,,http://ko.dbpedia.org/resource/윌리엄_셰익스피어
2910,,http://ku.dbpedia.org/resource/William_Shakespeare,,,,,http://ku.dbpedia.org/resource/William_Shakespeare,,
2911,,http://ky.dbpedia.org/resource/Уильям_Шекспир,,,,,http://ky.dbpedia.org/resource/Уильям_Шекспир,,
2912,,http://la.dbpedia.org/resource/Gulielmus_Shakesperius,,,,,http://la.dbpedia.org/resource/Gulielmus_Shakesperius,,
2913,,http://lb.dbpedia.org/resource/William_Shakespeare,,,,,http://lb.dbpedia.org/resource/William_Shakespeare,,
2914,,http://li.dbpedia.org/resource/William_Shakespeare,,,,,http://li.dbpedia.org/resource/William_Shakespeare,,
2915,,http://lmo.dbpedia.org/resource/William_Shakespeare,,,,,http://lmo.dbpedia.org/resource/William_Shakespeare,,
2916,,http://lt.dbpedia.org/resource/William_Shakespeare,,,,,http://lt.dbpedia.org/resource/William_Shakespeare,,
2917,,http://lv.dbpedia.org/resource/Viljams_Šekspīrs,,,,,http://lv.dbpedia.org/resource/Viljams_Šekspīrs,,
2918,,http://mg.dbpedia.org/resource/William_Shakespeare,,,,,http://mg.dbpedia.org/resource/William_Shakespeare,,
2919,,http://min.dbpedia.org/resource/William_Shakespeare,,,,,http://min.dbpedia.org/resource/William_Shakespeare,,
2920,,http://mk.dbpedia.org/resource/Вилијам_Шекспир,,,,,http://mk.dbpedia.org/resource/Вилијам_Шекспир,,
2921,,http://ml.dbpedia.org/resource/വില്യം_ഷെയ്ക്സ്പിയർ,,,,,http://ml.dbpedia.org/resource/വില്യം_ഷെയ്ക്സ്പിയർ,,
2922,,http://mn.dbpedia.org/resource/Уильям_Шекспир,,,,,http://mn.dbpedia.org/resource/Уильям_Шекспир,,
2923,,http://mr.dbpedia.org/resource/विल्यम_शेक्सपिअर,,,,,http://mr.dbpedia.org/resource/विल्यम_शेक्सपिअर,,
2924,,"http://mrj.dbpedia.org/resource/Шекспир,_Уильям",,,,,"http://mrj.dbpedia.org/resource/Шекспир,_Уильям",,
2925,,http://ms.dbpedia.org/resource/William_Shakespeare,,,,,http://ms.dbpedia.org/resource/William_Shakespeare,,
2926,,http://my.dbpedia.org/resource/ရှိတ်စပီးယား,,,,,http://my.dbpedia.org/resource/ရှိတ်စပီးယား,,
2927,,http://mzn.dbpedia.org/resource/ویلیام_شکسپیر,,,,,http://mzn.dbpedia.org/resource/ویلیام_شکسپیر,,
2928,,http://nah.dbpedia.org/resource/William_Shakespeare,,,,,http://nah.dbpedia.org/resource/William_Shakespeare,,
2929,,http://nds.dbpedia.org/resource/William_Shakespeare,,,,,http://nds.dbpedia.org/resource/William_Shakespeare,,
2930,,http://ne.dbpedia.org/resource/विलियम_शेक्सपियर,,,,,http://ne.dbpedia.org/resource/विलियम_शेक्सपियर,,
2931,,http://new.dbpedia.org/resource/विलियम_शेक्स्पियर,,,,,http://new.dbpedia.org/resource/विलियम_शेक्स्पियर,,
2932,,http://nl.dbpedia.org/resource/William_Shakespeare,,,,,http://nl.dbpedia.org/resource/William_Shakespeare,,http://nl.dbpedia.org/resource/William_Shakespeare
2933,,http://nn.dbpedia.org/resource/William_Shakespeare,,,,,http://nn.dbpedia.org/resource/William_Shakespeare,,
2934,,http://no.dbpedia.org/resource/William_Shakespeare,,,,,http://no.dbpedia.org/resource/William_Shakespeare,,
2935,,http://oc.dbpedia.org/resource/William_Shakespeare,,,,,http://oc.dbpedia.org/resource/William_Shakespeare,,
2936,,http://or.dbpedia.org/resource/ୱିଲିଅମ_ସେକ୍ସପିଅର,,,,,http://or.dbpedia.org/resource/ୱିଲିଅମ_ସେକ୍ସପିଅର,,
2937,,"http://os.dbpedia.org/resource/Шекспир,_Уильям",,,,,"http://os.dbpedia.org/resource/Шекспир,_Уильям",,
2938,,http://pa.dbpedia.org/resource/ਵਿਲੀਅਮ_ਸ਼ੇਕਸਪੀਅਰ,,,,,http://pa.dbpedia.org/resource/ਵਿਲੀਅਮ_ਸ਼ੇਕਸਪੀਅਰ,,
2939,,http://pl.dbpedia.org/resource/William_Shakespeare,,,,,http://pl.dbpedia.org/resource/William_Shakespeare,,
2940,,http://pms.dbpedia.org/resource/William_Shakespeare,,,,,http://pms.dbpedia.org/resource/William_Shakespeare,,
2941,,http://pnb.dbpedia.org/resource/ولیم_شیکسپیر,,,,,http://pnb.dbpedia.org/resource/ولیم_شیکسپیر,,
2942,,http://pt.dbpedia.org/resource/William_Shakespeare,,,,,http://pt.dbpedia.org/resource/William_Shakespeare,,http://pt.dbpedia.org/resource/William_Shakespeare
2943,,http://qu.dbpedia.org/resource/William_Shakespeare,,,,,http://qu.dbpedia.org/resource/William_Shakespeare,,
2944,,http://rdf.freebase.com/ns/m.081k8,,,,,http://rdf.freebase.com/ns/m.081k8,,http://rdf.freebase.com/ns/m.081k8
2945,,http://ro.dbpedia.org/resource/William_Shakespeare,,,,,http://ro.dbpedia.org/resource/William_Shakespeare,,
2946,,"http://ru.dbpedia.org/resource/Шекспир,_Уильям",,,,,"http://ru.dbpedia.org/resource/Шекспир,_Уильям",,
2947,,http://sa.dbpedia.org/resource/विलियम_शेक्सपीयर,,,,,http://sa.dbpedia.org/resource/विलियम_शेक्सपीयर,,
2948,,http://sah.dbpedia.org/resource/Уиллиам_Шэкспир,,,,,http://sah.dbpedia.org/resource/Уиллиам_Шэкспир,,
2949,,http://scn.dbpedia.org/resource/William_Shakespeare,,,,,http://scn.dbpedia.org/resource/William_Shakespeare,,
2950,,http://sco.dbpedia.org/resource/William_Shakespeare,,,,,http://sco.dbpedia.org/resource/William_Shakespeare,,
2951,,http://sh.dbpedia.org/resource/William_Shakespeare,,,,,http://sh.dbpedia.org/resource/William_Shakespeare,,
2952,,http://si.dbpedia.org/resource/විලියම්_ෂේක්ස්පියර්,,,,,http://si.dbpedia.org/resource/විලියම්_ෂේක්ස්පියර්,,
2953,,http://simple.dbpedia.org/resource/William_Shakespeare,,,,,http://simple.dbpedia.org/resource/William_Shakespeare,,
2954,,http://sk.dbpedia.org/resource/William_Shakespeare,,,,,http://sk.dbpedia.org/resource/William_Shakespeare,,
2955,,http://sl.dbpedia.org/resource/William_Shakespeare,,,,,http://sl.dbpedia.org/resource/William_Shakespeare,,
2956,,http://sq.dbpedia.org/resource/Uiliam_Shekspir,,,,,http://sq.dbpedia.org/resource/Uiliam_Shekspir,,
2957,,http://sr.dbpedia.org/resource/Вилијам_Шекспир,,,,,http://sr.dbpedia.org/resource/Вилијам_Шекспир,,
2958,,http://su.dbpedia.org/resource/William_Shakespeare,,,,,http://su.dbpedia.org/resource/William_Shakespeare,,
2959,,http://sv.dbpedia.org/resource/William_Shakespeare,,,,,http://sv.dbpedia.org/resource/William_Shakespeare,,
2960,,http://sw.cyc.com/concept/Mx4rwIuzNJwpEbGdrcN5Y29ycA,,,,,http://sw.cyc.com/concept/Mx4rwIuzNJwpEbGdrcN5Y29ycA,,http://sw.cyc.com/concept/Mx4rwIuzNJwpEbGdrcN5Y29ycA
2961,,http://sw.dbpedia.org/resource/William_Shakespeare,,,,,http://sw.dbpedia.org/resource/William_Shakespeare,,
2962,,http://ta.dbpedia.org/resource/வில்லியம்_சேக்சுபியர்,,,,,http://ta.dbpedia.org/resource/வில்லியம்_சேக்சுபியர்,,
2963,,http://te.dbpedia.org/resource/విలియం_షేక్‌స్పియర్,,,,,http://te.dbpedia.org/resource/విలియం_షేక్‌స్పియర్,,
2964,,http://tg.dbpedia.org/resource/Вилям_Шекспир,,,,,http://tg.dbpedia.org/resource/Вилям_Шекспир,,
2965,,http://th.dbpedia.org/resource/วิลเลียม_เชกสเปียร์,,,,,http://th.dbpedia.org/resource/วิลเลียม_เชกสเปียร์,,
2966,,http://tl.dbpedia.org/resource/William_Shakespeare,,,,,http://tl.dbpedia.org/resource/William_Shakespeare,,
2967,,http://tr.dbpedia.org/resource/William_Shakespeare,,,,,http://tr.dbpedia.org/resource/William_Shakespeare,,
2968,,http://tt.dbpedia.org/resource/Уильям_Шекспир,,,,,http://tt.dbpedia.org/resource/Уильям_Шекспир,,
2969,,http://uk.dbpedia.org/resource/Вільям_Шекспір,,,,,http://uk.dbpedia.org/resource/Вільям_Шекспір,,
2970,,http://ur.dbpedia.org/resource/ولیم_شیکسپیئر,,,,,http://ur.dbpedia.org/resource/ولیم_شیکسپیئر,,
2971,,http://uz.dbpedia.org/resource/William_Shakespeare,,,,,http://uz.dbpedia.org/resource/William_Shakespeare,,
2972,,http://vec.dbpedia.org/resource/William_Shakespeare,,,,,http://vec.dbpedia.org/resource/William_Shakespeare,,
2973,,http://vi.dbpedia.org/resource/William_Shakespeare,,,,,http://vi.dbpedia.org/resource/William_Shakespeare,,
2974,,http://vo.dbpedia.org/resource/William_Shakespeare,,,,,http://vo.dbpedia.org/resource/William_Shakespeare,,
2975,,http://wa.dbpedia.org/resource/William_Shakespeare,,,,,http://wa.dbpedia.org/resource/William_Shakespeare,,
2976,,http://war.dbpedia.org/resource/William_Shakespeare,,,,,http://war.dbpedia.org/resource/William_Shakespeare,,
2977,,http://www.bbc.co.uk/things/c2cc155a-fd0f-4763-8ae6-52762e2db87e#id,,,,,http://www.bbc.co.uk/things/c2cc155a-fd0f-4763-8ae6-52762e2db87e#id,,http://www.bbc.co.uk/things/c2cc155a-fd0f-4763-8ae6-52762e2db87e#id
2978,,http://www4.wiwiss.fu-berlin.de/gutendata/resource/people/Shakespeare_William_1564-1616,,,,,http://www4.wiwiss.fu-berlin.de/gutendata/resource/people/Shakespeare_William_1564-1616,,http://www4.wiwiss.fu-berlin.de/gutendata/resource/people/Shakespeare_William_1564-1616
2979,,http://yago-knowledge.org/resource/William_Shakespeare,,,,,http://yago-knowledge.org/resource/William_Shakespeare,,http://yago-knowledge.org/resource/William_Shakespeare
2980,,http://yi.dbpedia.org/resource/וויליאם_שייקספיר,,,,,http://yi.dbpedia.org/resource/וויליאם_שייקספיר,,
2981,,http://yo.dbpedia.org/resource/William_Shakespeare,,,,,http://yo.dbpedia.org/resource/William_Shakespeare,,
2982,,http://zh.dbpedia.org/resource/威廉·莎士比亚,,,,,http://zh.dbpedia.org/resource/威廉·莎士比亚,,
2983,,https://global.dbpedia.org/id/4rvLZ,,,,,https://global.dbpedia.org/id/4rvLZ,,
2984,,http://en.wikipedia.org/wiki/William_Shakespeare?oldid=1038460525&ns=0,,,,,http://en.wikipedia.org/wiki/William_Shakespeare?oldid=1038460525&ns=0,,
2985,,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert_WShakespeares_Plays.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert_WShakespeares_Plays.jpg,,
2986,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry_Fuseli_rendering_of_Hamlet_and_his_father's_Ghost.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry_Fuseli_rendering_of_Hamlet_and_his_father's_Ghost.jpg,,
2987,,"http://commons.wikimedia.org/wiki/Special:FilePath/Holy_Trinity_Church,_Stratford-upon-Avon.jpg",,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/Holy_Trinity_Church,_Stratford-upon-Avon.jpg",,
2988,,http://commons.wikimedia.org/wiki/Special:FilePath/Macbeth_consulting_the_Vision_of_the_Armed_Head.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Macbeth_consulting_the_Vision_of_the_Armed_Head.jpg,,
2989,,http://commons.wikimedia.org/wiki/Special:FilePath/Monument-ht6.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Monument-ht6.jpg,,
2990,,"http://commons.wikimedia.org/wiki/Special:FilePath/Oberon,_Titania_and_Puck_with_Fairies_Dancing._William_Blake._c.1786.jpg",,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/Oberon,_Titania_and_Puck_with_Fairies_Dancing._William_Blake._c.1786.jpg",,
2991,,http://commons.wikimedia.org/wiki/Special:FilePath/Procession_of_Characters_from_Shakespeare's_Plays_-_Google_Art_Project.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Procession_of_Characters_from_Shakespeare's_Plays_-_Google_Art_Project.jpg,,
2992,,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare_coat-of-arms.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare_coat-of-arms.jpg,,
2993,,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare_grave_-Stratford-upon-Avon_-3June2007.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare_grave_-Stratford-upon-Avon_-3June2007.jpg,,
2994,,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare´s_Globe_(8162111781).jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare´s_Globe_(8162111781).jpg,,
2995,,http://commons.wikimedia.org/wiki/Special:FilePath/Sonnets1609titlepage.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sonnets1609titlepage.jpg,,
2996,,http://commons.wikimedia.org/wiki/Special:FilePath/Title_page_William_Shakespeare's_First_Folio_1623.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Title_page_William_Shakespeare's_First_Folio_1623.jpg,,
2997,,http://commons.wikimedia.org/wiki/Special:FilePath/WilliamBlakePity.jpeg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/WilliamBlakePity.jpeg,,
2998,,http://commons.wikimedia.org/wiki/Special:FilePath/William_Shakespeare_Signature.svg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/William_Shakespeare_Signature.svg,,
2999,,http://commons.wikimedia.org/wiki/Special:FilePath/William_Shakespeare_Statue_in_Lincoln_Park.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/William_Shakespeare_Statue_in_Lincoln_Park.jpg,,
3000,,"http://commons.wikimedia.org/wiki/Special:FilePath/William_Shakespeares_birthplace,_Stratford-upon-Avon_26l2007.jpg",,,,,"http://commons.wikimedia.org/wiki/Special:FilePath/William_Shakespeares_birthplace,_Stratford-upon-Avon_26l2007.jpg",,
3001,,http://commons.wikimedia.org/wiki/Special:FilePath/Woody_Allen_Cannes_2016.jpg,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Woody_Allen_Cannes_2016.jpg,,
3002,,bn:00008556n,,,,,,bn:00008556n,
3003,,NE,,,,,,NE,
3004,,wiktionary:Shakespeare,,,,,,wiktionary:Shakespeare,
3005,,wiktionary:Shakespeareana,,,,,,wiktionary:Shakespeareana,
3006,,wiktionary:Sweet_Swan_of_Avon,,,,,,wiktionary:Sweet_Swan_of_Avon,
3007,,http://creativecommons.org/licenses/by-nc-sa/3.0/,,,,,,http://creativecommons.org/licenses/by-nc-sa/3.0/,
3008,,bn:s00110499a,,,,,,bn:s00110499a,
3009,,bn:s00028616n,,,,,,bn:s00028616n,
3010,,bn:s00044576n,,,,,,bn:s00044576n,
3011,,bn:s00063196n,,,,,,bn:s00063196n,
3012,,bn:s02788516n,,,,,,bn:s02788516n,
3013,,dbpedia:William_Shakespeare,,,,,,dbpedia:William_Shakespeare,
3014,,freebase:m.081k8,,,,,,freebase:m.081k8,
3015,,lemon-WordNet31:111315186-n,,,,,,lemon-WordNet31:111315186-n,
3016,,http://yago-knowledge.org/resource/Spelling_of_Shakespeare's_name,,,,,,http://yago-knowledge.org/resource/Spelling_of_Shakespeare's_name,
3017,,yago:William_Shakespeare,,,,,,yago:William_Shakespeare,
3018,,bn:s00008556n,,,,,,bn:s00008556n,
3019,,"وليم شكسبير (بالإنجليزية: William Shakespeare) شاعر وكاتب مسرحي وممثل إنجليزي بارز في الأدب الإنجليزي خاصة والأدب العالمي عامة، سمي بــ""شاعر الوطنية"" و ""شاعر افون الملحمي""  أعماله موجودة وهي تتكون من 38 مسرحية و158 سونيته واثنتين من القصص الشعرية وبعض القصائد الشعرية وقد ترجمت مسرحياته وأعماله إلى كل اللغات الحية وتم تأديتها أكثر بكثير من مؤلفات أي كاتب مسرحي آخر.",,,,,,,"وليم شكسبير (بالإنجليزية: William Shakespeare) شاعر وكاتب مسرحي وممثل إنجليزي بارز في الأدب الإنجليزي خاصة والأدب العالمي عامة، سمي بــ""شاعر الوطنية"" و ""شاعر افون الملحمي""  أعماله موجودة وهي تتكون من 38 مسرحية و158 سونيته واثنتين من القصص الشعرية وبعض القصائد الشعرية وقد ترجمت مسرحياته وأعماله إلى كل اللغات الحية وتم تأديتها أكثر بكثير من مؤلفات أي كاتب مسرحي آخر."
3020,,"William Shakespeare [ˈwɪljəm ˈʃeɪkspɪə] (getauft am 26. April 1564jul. in Stratford-upon-Avon; † 23. Apriljul./ 3. Mai 1616greg. ebenda) war ein englischer Dramatiker, Lyriker und Schauspieler. Seine Komödien und Tragödien gehören zu den bedeutendsten und am meisten aufgeführten und verfilmten Bühnenstücken der Weltliteratur. Sein überliefertes Gesamtwerk umfasst 38 (nach anderer Zählung 37) Dramen, epische Versdichtungen sowie 154 Sonette. Er gilt als einer der bedeutendsten Dichter der Weltliteratur.",,,,,,,"William Shakespeare [ˈwɪljəm ˈʃeɪkspɪə] (getauft am 26. April 1564jul. in Stratford-upon-Avon; † 23. Apriljul./ 3. Mai 1616greg. ebenda) war ein englischer Dramatiker, Lyriker und Schauspieler. Seine Komödien und Tragödien gehören zu den bedeutendsten und am meisten aufgeführten und verfilmten Bühnenstücken der Weltliteratur. Sein überliefertes Gesamtwerk umfasst 38 (nach anderer Zählung 37) Dramen, epische Versdichtungen sowie 154 Sonette. Er gilt als einer der bedeutendsten Dichter der Weltliteratur."
3021,,"William Shakespeare (/ˈʃeɪkspɪər/; 26 April 1564 (baptised) – 23 April 1616) was an English poet, playwright, and actor, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet, and the ""Bard of Avon"". His extant works, including collaborations, consist of approximately 38 plays, 154 sonnets, two long narrative poems, and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. Shakespeare was born and brought up in Stratford-upon-Avon, Warwickshire. At the age of 18, he married Anne Hathaway, with whom he had three children: Susanna, and twins Hamnet and Judith. Sometime between 1585 and 1592, he began a successful career in London as an actor, writer, and part-owner of a playing company called the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, at age 49, where he died three years later. Few records of Shakespeare's private life survive, which has stimulated considerable speculation about such matters as his physical appearance, sexuality, and religious beliefs, and whether the works attributed to him were written by others. Shakespeare produced most of his known work between 1589 and 1613. His early plays were primarily comedies and histories, and these are regarded as some of the best work ever produced in these genres. He then wrote mainly tragedies until about 1608, including Hamlet, Othello, King Lear, and Macbeth, considered some of the finest works in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime. In 1623, however, John Heminges and Henry Condell, two friends and fellow actors of Shakespeare, published a more definitive text known as the First Folio, a posthumous collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's. It was prefaced with a poem by Ben Jonson, in which Shakespeare is hailed, presciently, as ""not of an age, but for all time"". In the 20th and 21st centuries, his works have been repeatedly adapted and rediscovered by new movements in scholarship and performance. His plays remain highly popular, and are constantly studied, performed, and reinterpreted in diverse cultural and political contexts throughout the world.",,,,,,,"William Shakespeare (/ˈʃeɪkspɪər/; 26 April 1564 (baptised) – 23 April 1616) was an English poet, playwright, and actor, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet, and the ""Bard of Avon"". His extant works, including collaborations, consist of approximately 38 plays, 154 sonnets, two long narrative poems, and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. Shakespeare was born and brought up in Stratford-upon-Avon, Warwickshire. At the age of 18, he married Anne Hathaway, with whom he had three children: Susanna, and twins Hamnet and Judith. Sometime between 1585 and 1592, he began a successful career in London as an actor, writer, and part-owner of a playing company called the Lord Chamberlain's Men, later known as the King's Men. He appears to have retired to Stratford around 1613, at age 49, where he died three years later. Few records of Shakespeare's private life survive, which has stimulated considerable speculation about such matters as his physical appearance, sexuality, and religious beliefs, and whether the works attributed to him were written by others. Shakespeare produced most of his known work between 1589 and 1613. His early plays were primarily comedies and histories, and these are regarded as some of the best work ever produced in these genres. He then wrote mainly tragedies until about 1608, including Hamlet, Othello, King Lear, and Macbeth, considered some of the finest works in the English language. In his last phase, he wrote tragicomedies, also known as romances, and collaborated with other playwrights. Many of his plays were published in editions of varying quality and accuracy during his lifetime. In 1623, however, John Heminges and Henry Condell, two friends and fellow actors of Shakespeare, published a more definitive text known as the First Folio, a posthumous collected edition of his dramatic works that included all but two of the plays now recognised as Shakespeare's. It was prefaced with a poem by Ben Jonson, in which Shakespeare is hailed, presciently, as ""not of an age, but for all time"". In the 20th and 21st centuries, his works have been repeatedly adapted and rediscovered by new movements in scholarship and performance. His plays remain highly popular, and are constantly studied, performed, and reinterpreted in diverse cultural and political contexts throughout the world."
